slug,family,task_verdict,observed_direction,potential_direction,primary_mechanism,release_classes,defect_classes,confidence,gameable,correct_solution_blocked,tests_verify_instruction,stub_would_pass,n_runs,n_pass,n_blocked_runs,n_undeserved_passes,refute_confirms,refute_refutes,refute_unanimous,headline
v2--drg-claim-adjudication,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader,unstated_convention;single_path_enforced,high,False,True,mostly,,15,0,15,0,3,0,True,"All 15 rollouts computed the entire MS-DRG adjudication exactly right and every one scored 0, because the all-or-nothing verifier additionally demands an `edit_type` string vocabulary and a set of SQLite column names/value formats that the instruction never states and the container never reveals."
v2--drift-retrain-pipeline,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,partially,yes,15,13,2,0,3,0,True,"Both zero-reward rollouts built complete, correct pipelines and failed solely because the verifier accepts only the reference solution's two MLflow metric spellings (`test_f1` / `cv_f1_mean`) while the instruction, config.yaml and the container's own baseline run all name the metric `f1_score`."
v2--drift-retraining-pipeline,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader;broken_harness_or_environment,unstated_convention;weak_tests;leaky_answer_in_env;broken_harness_or_env,high,True,True,partially,yes,15,1,13,0,3,0,True,"Thirteen rollouts produced numerically correct, honest pipelines that satisfy 26 of 27 assertions and were zeroed solely by `assert count >= 2` MLflow runs — a requirement that exists nowhere in the instruction or config.json and is only discoverable by reading the in-container verifier, which the single passing rollout did."
v2--driver-vuln-audit,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,partially,no,15,8,7,0,3,0,True,"All 7 zero-reward rollouts did complete, empirically verified audits and failed on exactly one undisclosed taxonomy string — labeling the signed-index heap write CWE-129 (Improper Validation of Array Index) instead of the verifier's hardcoded CWE-787."
v2--drm-modeset-solver,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;canonical_output_overfit,unstated_convention;single_path_enforced;reference_canonical_form,high,False,True,partially,no,15,0,15,0,3,0,True,"21 of 23 tests import module-private symbols and an internal hardware-model schema copied from the reference solution (parse_modetest's dict shape, parse_edid_modes(dir, names), _compute_crtc_bandwidth, solve(hardware, outputs) with flat formats_bpp and plane-level max_upscale_factor) that appear nowhere in the instruction or /app/spec.md, so all 15 rollouts that correctly built the documented solve_pipeline/CLI scored 0.0."
v2--drug-cascade-pipeline,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,partially,15,0,11,0,3,0,True,"The verifier exact-matches four cascade counts against an undisclosed zero-violation reading of ""Lipinski"" while the instruction states no thresholds and no violation policy; on this dataset the textbook ""no more than one violation"" Rule of Five differs by exactly one molecule at Crippen LogP 5.00932, and that single unstated convention zeroed all 15 rollouts."
v2--dsl-scoring-engine,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,mostly,no,15,9,6,0,2,1,False,All 15 rollouts built genuine DSL engines and produced byte-identical graded reports except for two details the instruction never specifies -- the private column name of _meta_scoring (`weight` vs `value`) and the definition of a UNIQUE violation count (2 excess rows vs 4 rows-in-duplicate-groups) -- and those two unstated conventions account for 100% of the six zeros.
v2--dt-overlay-debugging,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader,unstated_convention;single_path_enforced,high,False,True,mostly,,13,0,15,0,3,0,True,"The verifier silently re-merges the overlays in alphabetical filename order, so splitting RTC/ADC into their own files (which every one of the 15 rollouts did, all with device-tree content that satisfies all 90 assertions) makes fdtoverlay abort on an unresolved label and zeroes the whole suite — an ordering/packaging convention stated nowhere in instruction.md or spec.md."
v2--dual-pivot-sampler,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit,unstated_convention;reference_canonical_form,high,False,True,mostly,no,14,0,7,0,3,0,True,"Reward hinges on an undisclosed latency-normalization constant (batch/8 · heads/32 · head_dim/128 · seq/1024) that exists nowhere in the container, so seven rollouts that got every derivable output exactly right — all 13 backends, all valid_backends sets, both errata semantics, the unsupported triple — still scored 0.0."
v2--dubov-pairing-audit,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader,unstated_convention;single_path_enforced,high,False,True,mostly,,15,1,11,0,2,1,False,"The grader silently requires forfeited games to contribute a colour to colour difference/due colour/preference strength — a convention the shipped rules excerpt never states and that the container's own reference engine explicitly contradicts (it prints ""Due Color: White"" for player 1 where the grader demands ""black"") — so 11 rollouts that did every hard, verifiable part perfectly were zeroed on one binary interpretive coin flip."
v2--dubov-swiss-pairing,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;reference_canonical_form;single_path_enforced;weak_tests,high,True,True,partially,no,15,0,13,0,3,0,True,"The verifier grades an undisclosed seven-function API (`parse_trf`/`compute_aro`/`get_color_preference`/`compute_maxt`/`assign_bye`/`check_c1_c3`/`generate_pairings(tournament)`) that the instruction never mentions and that appears nowhere in the container, so five rollouts that reimplemented Dubov in pure Python and matched the C++ engine on 97-99% of generated tournaments all scored 0.0."
v2--dvh-contour-qa,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;unrecoverable_or_hidden_target,unstated_convention;single_path_enforced;impossible_or_contradictory,high,False,True,partially,no,15,0,15,0,2,1,False,"The hidden suite was written directly against the reference solution's private API — 12 helper function names with exact positional signatures and return shapes, plus JSON key spellings like BED_at_D50 and SurfaceDSC_3mm — none of which the instruction states or the container reveals, so all 15 rollouts produced substantively correct radiotherapy code and all scored 0."
v2--dvh-plan-qa,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,False,True,partially,no,15,2,8,0,3,0,True,"Eight rollouts produced output numerically identical to the two passing rollouts and were scored 0.0 only because they wrote the qa_report `constraint` cell as ""D95 >= 66.5 Gy"" instead of the bare token ""D95"" — a format the instruction never states and the verifier matches with exact string equality while ignoring the `limit` column entirely."
v2--dwarf-overlay-evaluator,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;overstrict_or_brittle_grader,unstated_convention;reference_canonical_form;single_path_enforced,high,False,True,mostly,no,15,0,10,0,2,1,False,"The hidden test's own helper reaches into an unspecified internal attribute — `ImpPointer.pointee_loc` — that exists only in the author's Python reference (the OCaml variant payload is anonymous and the instruction lists only class names), and under all-or-nothing scoring that single naming guess zeroes otherwise-faithful ports; 0/15 rollouts passed."
v2--earley-parser,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,mostly,no,14,2,11,0,3,0,True,"Eleven of fourteen rollouts implemented the full pipeline correctly and every graded number to within tolerance, then scored 0.0 because two undocumented smoke tests require `parse.py --help` / `inside.py --help` to exit 0 or 2 — i.e. they silently mandate an argparse-shaped CLI that the instruction never asks for."
v2--earthdata-access-planner,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,no,15,0,4,0,3,0,True,"The verifier requires strictly-exclusive block-size tier bounds on a policy field literally named `max_file_bytes`, a convention stated nowhere in the instruction or the data, and two planted exact-boundary granules zeroed all 15 rollouts — including four whose output satisfies 58 of the 60 assertions."
v2--ebpf-packet-pipeline,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;canonical_output_overfit;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;reference_canonical_form;weak_tests,high,True,True,partially,no,15,2,12,0,3,0,True,"Twelve of fifteen rollouts solved the entire forensics problem exactly and scored 0 solely because they spelled the invented UDP/DNS rule's match token ""dns""/""udp_dns""/""udp_dst_53""/""udp_dst_port_53"" instead of the hidden verifier's undocumented `match = ""udp""` + `dst_port = 53`."
v2--ebpf-reachability-analyzer,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,mostly,no,15,14,1,0,3,0,True,"r10 implemented the analyzer correctly and got every dead_maps value right, but scored 0.0 solely because test_state.py:229 requires the program name to appear inside the .dot body — a convention absent from both TASK.md and the /app/format.md spec that exhaustively lists the DOT requirements."
v2--ecdsa-nonce-exploit,v2,confirmed_defect,false_negative,false_negative,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader,unstated_convention;single_path_enforced,medium,False,True,mostly,no,15,10,2,0,3,0,True,"Two runs that fully solved the cryptography scored 0.0 solely because they answered the unformatted free-text `exploit_impact.target_function` field with the canonical Solidity signature ""emergencyWithdraw(address,uint256,uint8,bytes32,bytes32)"" instead of the bare identifier, and test_state.py:142 compares with `==` after only case/underscore normalization."
v2--ecdsa-wycheproof-audit,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,partially,partially,15,11,4,0,2,0,True,"All four zero-reward rollouts fully solved the task and were failed solely by an undiscoverable JSON key-name whitelist at test_state.py:221 that the instruction never states, while explicitly naming the sibling `asn1_analyses` key."
v2--economic-regime-analysis,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader,unstated_convention;single_path_enforced,high,False,True,mostly,no,15,0,5,0,3,0,True,"The five money-velocity assertions can only be satisfied by GDP(quarter-start date) / M2SL at the quarter-END month — a convention stated nowhere, not FRED's documented M2V definition, and missed by 15/15 rollouts, four of which matched every other golden value exactly."
v2--eda-dse-analysis,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;canonical_output_overfit,unstated_convention;single_path_enforced;reference_canonical_form,high,False,True,mostly,no,15,5,9,0,3,0,True,"Nine of ten zero-reward rollouts reproduced the reference's analysis numbers exactly and were failed only by unstated JSON-layout conventions — extract_metrics.tcl stdout must be an object keyed by metric name, and root_causes/cascading_failures must be nested inside report[""designs""][d] even though the instruction lists them as a top-level bullet."
v2--edgar-xbrl-reconcile,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;leaky_or_underconstrained_grader,unstated_convention;reference_canonical_form;weak_tests,high,True,True,partially,no,11,0,11,0,3,0,True,"The verifier requires an output JSON schema that is documented nowhere the solver can see — notably a literal ""data"" level inserted between ticker and fiscal year in financials.json only — and that single undocumented wrapper zeroes all 11 rollouts even when their extracted financial data is byte-exact against the grader's own reference constants."
v2--egraph-saturation,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,mostly,no,14,0,13,0,3,0,True,"Thirteen of fourteen rollouts fully met the instruction's only stated success criterion (all 27 benchmarks reaching an expected form, engine repaired, real Z3 proofs) and still scored 0, because tests/test_state.py:209-223 secretly requires four rewrite rules — (& x 0)->0, (^ x 0)->x, (<< x 0)->x, (>> x 0)->x — that no benchmark exercises, no engine default supplies, and no visible document mentions."
v2--ehr-bleeding-analysis,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;unrecoverable_or_hidden_target;canonical_output_overfit;numeric_tolerance_or_rounding,unstated_convention;impossible_or_contradictory;reference_canonical_form;rounding_or_tolerance,high,False,True,poorly,no,15,0,8,0,3,0,True,"The verifier operationalizes ""hepatic cirrhosis"" as ICD-10 prefix K74%, which excludes the cohort's only K74.0 ""Hepatic fibrosis"" patient even though the same table carries a distinct K74.6 ""cirrhosis"" code — so a solver that reproduces the verifier's entire private HAS-BLED rubric verbatim but reads ""cirrhosis"" correctly still scores 0.0."
v2--ehr-clinical-alerts,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit,unstated_convention;reference_canonical_form,high,False,True,mostly,,15,0,15,0,3,0,True,"All 15 rollouts produced the exact 7 reference alerts with numerically identical values, yet every one scored 0 because the verifier looks up the computed numbers through an undocumented, case-sensitive key-name whitelist copied from the reference solution (""qtc_ms""/""egfr""/""meld_na""), so ""QTc_ms"" or ""eGFR_mL_min_1.73m2"" reads as ""value not found""."
v2--ehr-cohort-screening,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;unrecoverable_or_hidden_target;canonical_output_overfit,unstated_convention;impossible_or_contradictory;reference_canonical_form,high,False,True,mostly,no,15,0,9,0,3,0,True,"tests/test_state.py:439 demands data_sources==['ehr','fhir'] for six patients whose only qualifying labs are FHIR — contradicting the instruction's own definition of the field (""which systems contributed qualifying lab data"") — and this single assertion, reachable only via the reference's unconditional data_sources.add(""ehr""), zeroed 9 otherwise-perfect rollouts (45/46 asserts) and blocked all 15."
v2--ekf-flight-diagnosis,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;leaky_or_underconstrained_grader,unstated_convention;reference_canonical_form;weak_tests,high,True,True,partially,yes,15,6,9,0,3,0,True,"All nine zero-reward rollouts produced a byte-correct corrected_params.parm and the right numbers (GPS noise ~0.5-1.5 m, crossing at t=171.8 s), and failed only because the verifier scans for those numbers under specific top-level JSON key names/prose forms that the instruction never specifies — passing and failing runs are separated by whether a stats group happened to be called ""gps_position_noise"" instead of ""gps""."
v2--election-cdf-auditor,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;overstrict_or_brittle_grader;unrecoverable_or_hidden_target,unstated_convention;reference_canonical_form;single_path_enforced;impossible_or_contradictory,high,False,True,mostly,no,15,0,12,0,3,0,True,"An open-ended ""find all issues"" audit is graded on an undisclosed exact finding count (total_findings == 14, the emergent len() of the reference's arbitrary decomposition) plus a snapshot-authority convention the instruction's own wording steers away from, so all 15 rollouts that correctly found every planted defect scored 0."
v2--elias-fano-succinct,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;unrecoverable_or_hidden_target;leaky_or_underconstrained_grader,unstated_convention;impossible_or_contradictory;weak_tests,high,True,True,mostly,no,15,2,13,0,2,1,False,"The hidden key requires Elias-Fano high-bits length n+(u>>l), while the Rust file the instruction calls ""the authoritative reference for all query semantics"" allocates n+1+(u>>l) — 13/15 rollouts followed the designated reference and were zeroed on 31 of 498 answers under all-or-nothing scoring."
v2--elmer-thermoelastic-debug,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,yes,15,0,15,0,3,0,True,"All 15 rollouts fixed the SIF, converged, and produced the exact canonical numbers, yet all scored 0.0 on a single unstated assertion that an Elmer artifact must sit at the top level of /app — while the task's own shipped `Mesh DB ""."" ""mesh""` puts case_t0001.vtu in /app/mesh, and the author's own solution_explanation blesses ""VTU parsing"" as an acceptable route."
v2--embedded-dma-safety,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;canonical_output_overfit;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;reference_canonical_form;weak_tests,high,True,True,partially,partially,15,0,15,0,3,0,True,"All 15 rollouts met the instruction's only stated success criterion (cargo test 5/5 green, no_std intact, tests untouched) yet all scored 0.0 because the hidden verifier additionally greps for an unstated `compiler_fence`/`Release`/`Acquire`, a literal `'static` in serial.rs, and a signature spelling whose regex `fn\s+write_all\s*\(` rejects the legal, semantically-correct `fn write_all<'a>(self, ...)`."
v2--emv-protocol-tamarin,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,partially,15,2,13,0,3,0,True,"All 15 rollouts produced the exact required tamarin verdict pattern, but 13 scored 0.0 because two purely lexical assertions demand the reference solution's identifier spellings (a channel fact named IssuerReq/Issuer_Req/ToIssuer/SecureChannel/IssuerRequest, and a lowercase bare `un` inside an `AC = mac(...)` binding) that the shipped PROTOCOL.md and skeleton no longer state."
v2--entangled-prefetcher-compression,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;leaky_or_underconstrained_grader,unstated_convention;reference_canonical_form;weak_tests,high,True,True,partially,no,15,0,6,0,3,0,True,"The verifier resolves five undisclosed Python identifiers at import time and demands 18 undisclosed harness JSON keys that exist only in the author's private solution, so all 15 rollouts died with a pytest collection error (exit 2) before a single test ran — including six runs whose three deliverables were substantively correct."
v2--entanglement-distillation,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,mostly,no,14,0,14,0,3,0,True,"All 14 rollouts solved the task and score exactly 50/51: the only failing assertion calls DistillationSimulator.partial_trace([1,2]), a public method name that leaks from the reference implementation and appears in neither instruction.md nor /app/spec.md."
v2--epa-aqi-pipeline,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;canonical_output_overfit;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;reference_canonical_form;weak_tests,high,False,True,partially,no,10,2,8,0,3,0,True,"All 10 rollouts computed identical, correct design values, but 8 scored 0.0 purely on two conventions the instruction never states — the staging tables must keep the raw AQS header ""Date Local"", and completeness.csv's pollutant column must read exactly ""Ozone""/""PM2.5""."
v2--epanet-resilience-analysis,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,unrecoverable_or_hidden_target;specification_ambiguity_or_unstated_requirement;numeric_tolerance_or_rounding;leaky_or_underconstrained_grader,impossible_or_contradictory;unstated_convention;rounding_or_tolerance;weak_tests,high,True,True,poorly,no,13,0,13,0,3,0,True,"test_fire_flow_pressure injects fire_flow_J8 as a [DEMANDS] row that EPANET makes REPLACE J8's 100 GPM base demand, so only the TOTAL J8 demand (~1990 GPM) can land in the hard [15,25] psi window — while the instruction explicitly asks for the maximum ADDITIONAL demand (~1890), which simulates at ~29-31 psi and fails for all 13 rollouts."
v2--equality-saturation-optimizer,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,medium,True,True,partially,no,15,14,1,0,3,0,True,"All 15 rollouts built a real optimizer + codegen + Makefile; the only failure (r15) is zeroed solely because it compiled the binary to /app/verify instead of /app/verify_opt, a filename the instruction never states."
v2--erasure-repair-optimize,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement,unstated_convention,high,False,True,fully,no,15,0,15,0,3,0,True,"All 15 rollouts reverse-engineered the system correctly (52-53/54) and were zeroed by one assertion, `bytes_read == 4*128`, on the semantics of an unnamed `int` in `repair() -> tuple[bytes, int]` that no artifact in the container documents."
v2--erddap-griddap-engine,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;canonical_output_overfit,unstated_convention;single_path_enforced;reference_canonical_form,high,False,True,mostly,no,15,0,15,0,2,1,False,"An instruction that boasts of giving ""no attribute values"" is graded all-or-nothing against ~14 exact strings and grid values that only the hidden reference solution fixes — including `u10`/`v10` retention, which 15/15 rollouts renamed because the instruction told them to resolve all CF naming violations."
v2--erniekit-config-audit,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit,unstated_convention;reference_canonical_form,high,False,True,mostly,no,15,0,15,0,3,0,True,"The verifier hard-asserts 14 private violation-code identifier strings that the instruction (which asks only for ""a unique `code`"") and the reference doc never publish, so all 15 rollouts produced semantically perfect auditors — correct rules, correct 4/2/2/3/3/3 split, exactly 17 violations, byte-correct converters — and scored 0.0 purely on naming."
v2--espnet-pipeline-bugs,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit;broken_harness_or_environment;leaky_or_underconstrained_grader,unstated_convention;reference_canonical_form;broken_harness_or_env;weak_tests,high,False,True,mostly,no,15,0,14,0,3,0,True,"The hidden tests subscript estimate_params(config)[""encoder""/""decoder""/""postencoder""/""total""] and check_feasibility(...)[""feasible""], a return schema stated nowhere and actively contradicted by /app/HARDWARE_SPEC.md's own names (encoder_params/... ), so 14 rollouts that fixed all 9 bugs and produced the exact optimal config still scored 0.0 under an all-or-nothing gate."
v2--espnet-pipeline-repair,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,mostly,no,15,0,6,0,3,0,True,"pipeline.sh ships an internally inconsistent token-list path (1 producer at ${expdir}/token_list/tokens.txt vs 3 consumers at ${expdir}/tokens.txt); both repair directions make the pipeline exit 0 as the instruction demands, but two hidden assertions hardcode /app/exp/tokens.txt, so 6 otherwise-complete rollouts were zeroed on an unstated path convention."
v2--esv-payload-validator,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,no,15,0,12,0,3,0,True,"All-or-nothing verifier hardwires three interface conventions that appear nowhere in the instruction or the shipped docs — /app/pki/*.pem filenames, an 8-digit SHA-1 TOTP, and the RuleEngine(""/app/rule_scripts"").validate(payload, tree) signature — so twelve substantively complete, self-verified implementations all scored 0.0."
v2--esv-validation-engine,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,mostly,no,15,3,11,0,3,0,True,"The test suite resets server state by rebinding the reference solution's private global `esv_server._used_totp_steps` to a plain `set()`, so passing requires guessing both that undocumented identifier and its container type — a discriminator that perfectly separates the 3 passes from 12 failures with zero difference in protocol behaviour."
v2--ethanol-solvation-fep,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;leaky_or_underconstrained_grader,unstated_convention;weak_tests,high,True,True,poorly,yes,15,4,11,0,3,0,True,"Reward is decided entirely by an unstated GROMACS output-filename convention: 11 of 15 rollouts ran the complete, scientifically correct FEP pipeline and scored 0 only because `mdrun -deffnm <prefix>` names the dH/dl file `<prefix>.xvg` instead of something containing the substring ""dhdl"", while a 5-command stub that never invokes GROMACS scores 1.0."
v2--eulerian-fluid-sim,v2,confirmed_defect,false_negative,false_positive,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader;leaky_or_underconstrained_grader,unstated_convention;single_path_enforced;weak_tests,high,True,True,partially,yes,15,0,14,0,3,0,True,"test_state.py:194 demands wind-tunnel `max_divergence` < 0.05, but spec §6 defines that field as ""Max |div(u)| over fluid cells after final step"", which for a correct solver (including the shipped reference's own exported field) is 1.404 — I verified the reference exports div=1.404 while reporting an undisclosed mid-step probe of 0.0051, and patching only that scalar flips 38-passed to 1-failed."
v2--event-sourcing-pipeline,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;canonical_output_overfit,unstated_convention;reference_canonical_form,high,False,True,mostly,no,15,0,15,0,3,0,True,"The verifier asserts an invented saga-log schema and step vocabulary (""initiate_payment""/""payment_success""/""initiate_shipping""/""shipping_success""/""payment_failure""/""compensate_order"", as a bare list of {""step"": ...} dicts) plus dashboard key names that exist nowhere in the instruction or the container, so all 15 rollouts scored 0.0 despite implementing every stated behavior correctly."
v2--event-tree-analysis,v2,confirmed_defect,false_negative,none,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;numeric_tolerance_or_rounding;overstrict_or_brittle_grader,unstated_convention;rounding_or_tolerance;single_path_enforced,high,False,True,mostly,no,15,0,15,0,3,0,True,"Two reliability-modeling conventions that appear in no file inside the container (a nonstandard standby unavailability 1-exp(-lambda*T/2), and an undocumented clamp of Q_top(X=1) to 1.0 in RAW) gate an all-or-nothing reward at tolerances 3-4 orders of magnitude tighter than the spread between legitimate alternatives; 0/15 rollouts found either, and I verified that a solution correct on every documented requirement still scores 0."
v2--evidence-grounding-eval,v2,confirmed_defect,false_negative,false_negative,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader,unstated_convention;single_path_enforced,high,False,True,mostly,no,15,0,15,0,3,0,True,"All 15 rollouts built numerically exact, scorer-faithful pipelines and scored 0.0 because tests/test_state.py:404 hardcodes aggregated_metrics.dimension='evidence' while every solver-visible artifact names that dimension 'evidence_identification'."
v2--evo-metrics-debug,v2,confirmed_defect,false_negative,false_negative,specification_ambiguity_or_unstated_requirement,specification_ambiguity_or_unstated_requirement;overstrict_or_brittle_grader,unstated_convention;single_path_enforced,high,False,True,mostly,no,15,4,11,0,2,0,True,"A single hidden assertion requires rank_models()['task_results'] to be keyed by the literal string ""task_001/model_alpha"" — a format stated nowhere in the instruction, spec.md, or the skeleton (which says ""dict mapping (task_id, model) info"") — and it is the sole discriminator between all 4 passing and all 11 failing rollouts."
